,success_rate,makespan,time_cost,waiting_time,travel_dist,efficiency
0,1.0,44.490206572974316,0,0.0,50.27242093994566,0.0
1,1.0,40.21266600708853,0,0.0,47.91853050287003,0.0
2,1.0,45.256215624136885,0,0.0,48.47302226946664,0.0
3,1.0,35.29856522474734,0,0.0,50.47723905795936,0.0
4,1.0,46.221881744107144,0,0.0,42.093937290196756,0.0
5,1.0,35.46210606548588,0,0.0,47.790152523900055,0.0
6,1.0,36.81718907276233,0,0.0,48.56552733835642,0.0
7,1.0,46.923204107153744,0,0.0,51.58165935053965,0.0
8,1.0,44.48348590689774,0,0.0,55.48639766465209,0.0
9,1.0,41.690711594791495,0,0.0,56.91814852520807,0.0
10,1.0,45.85277072697089,0,0.0,46.113438824571816,0.0
11,1.0,41.15677897482562,0,0.0,51.88017661035777,0.0
12,1.0,38.80626943331034,0,0.0,50.935232558826584,0.0
13,1.0,42.00269239182855,0,0.0,51.464449893873635,0.0
14,1.0,35.80853439254258,0,0.0,47.49210338694399,0.0
15,1.0,38.952892493896535,0,0.0,46.79978143495854,0.0
16,1.0,38.46209765845995,0,0.0,46.64663096995342,0.0
17,1.0,45.74017766219762,0,0.0,48.16732509024453,0.0
18,1.0,42.90027299379317,0,0.0,52.687785084926844,0.0
19,1.0,41.06112466998893,0,0.0,51.260431810678185,0.0
20,1.0,42.159743733536914,0,0.0,48.562717384145046,0.0
21,1.0,37.661084471676354,0,0.0,48.92495263342383,0.0
22,1.0,38.443093383364555,0,0.0,49.59073668197364,0.0
23,1.0,35.85109278590909,0,0.0,49.25981469322427,0.0
24,1.0,39.060813848930124,0,0.0,42.903075700778494,0.0
25,1.0,39.26209807729015,0,0.0,52.86055795965623,0.0
26,1.0,42.325962431578226,0,0.0,44.304685051251596,0.0
27,1.0,38.478853493776214,0,0.0,55.264545102453184,0.0
28,1.0,45.644300941416766,0,0.0,49.73953607671101,0.0
29,1.0,50.11755048941295,0,0.0,50.35659634634254,0.0
30,1.0,35.38041616644899,0,0.0,46.22006510402397,0.0
31,1.0,45.087389959162266,0,0.0,58.67873636424713,0.0
32,1.0,34.38263026784402,0,0.0,48.76412542059545,0.0
33,1.0,47.10922549345966,0,0.0,46.14138728471128,0.0
34,1.0,46.67530969040842,0,0.0,56.131880511661194,0.0
35,1.0,36.27901565615736,0,0.0,42.549717946056866,0.0
36,1.0,42.04657402639191,0,0.0,43.790406297377174,0.0
37,1.0,47.091448712993326,0,0.0,47.59916533718031,0.0
38,1.0,47.629665581140166,0,0.0,53.45032425435528,0.0
39,1.0,41.65278000249849,0,0.0,43.76841756526731,0.0
40,1.0,47.72673487437914,0,0.0,50.50970518990296,0.0
41,1.0,36.69952056517241,0,0.0,51.08764059847407,0.0
42,1.0,43.093075629955415,0,0.0,43.96374928525402,0.0
43,1.0,43.948424549385,0,0.0,47.16228718250836,0.0
44,1.0,45.098503764571085,0,0.0,51.34044177298119,0.0
45,1.0,51.25315454956615,0,0.0,48.77009148924709,0.0
46,1.0,36.74666412938477,0,0.0,51.9748540867553,0.0
47,1.0,42.597431264480164,0,0.0,50.58256591653188,0.0
48,1.0,41.9756950945685,0,0.0,56.58962821362418,0.0
49,1.0,50.69890172846872,0,0.0,55.63434073727488,0.0
