,success_rate,makespan,time_cost,waiting_time,travel_dist,efficiency
0,1.0,37.79873974822686,16.3190239954999,2.676255644504552,52.168012422433314,1.0705022578018208
1,1.0,35.460858146910084,15.982965866303713,1.858831314747281,50.76600079584047,0.7435325258989123
2,1.0,34.20916649129263,16.35472650387422,2.599231138689997,44.432433403235116,1.0396924554759988
3,1.0,34.03757345544679,16.26046252683463,2.446457578088156,50.015242157769244,0.9785830312352624
4,1.0,36.100863689778556,15.33189952917808,2.69204920219926,46.2421367351716,1.0768196808797041
5,1.0,29.958428755865647,12.529382177849838,1.314546128658516,45.96533705472511,0.5258184514634064
6,1.0,33.37292100493694,15.637223189324404,1.8033878423468686,48.132271379112865,0.7213551369387473
7,1.0,36.334151894769285,15.278594826045063,2.9544375723665626,51.55103667569862,1.1817750289466253
8,1.0,40.14546962414883,17.476180039921623,3.5267746853944084,57.21372675276308,1.4107098741577633
9,1.0,37.17577486376205,19.709371296630525,2.8455779481934043,56.49249589510405,1.1382311792773614
10,1.0,35.12310591313627,15.537806595720518,2.0666325163770294,51.51949812253334,0.8266530065508116
11,1.0,34.881208281018615,17.04431478768487,3.225686761735274,52.058917331732765,1.2902747046941099
12,1.0,29.83056312674839,12.115195732358236,2.154295346072037,52.11839899089748,0.8617181384288147
13,1.0,35.261282858343456,15.831188062099056,2.8526886906888897,54.00554339269,1.1410754762755557
14,1.0,30.420207293580926,14.24942890933393,1.4708710632188222,48.02334574217946,0.5883484252875288
15,1.0,35.66454834385393,16.4361791830202,3.363759562306997,47.24384025017516,1.3455038249227989
16,1.0,33.329891947179185,15.511707171005929,1.774358302138613,43.745872063363265,0.7097433208554452
17,1.0,37.0095266881929,17.535456632316244,1.5148230350403002,50.58927966977508,0.60592921401612
18,1.0,36.08236120961682,15.62313480322967,3.6379132705139368,56.32898994406806,1.4551653082055744
19,1.0,39.9871425158942,16.80968843041626,5.4927542457577685,56.46381739201724,2.197101698303107
20,1.0,33.721000841991426,14.10688072641138,2.4231118589057736,46.13065799513797,0.9692447435623095
21,1.0,33.004260495996775,15.120033471283168,2.2345571032594385,50.423175462625515,0.8938228413037755
22,1.0,33.122779015606625,15.030077266254155,2.1674770326923047,51.85687982071671,0.8669908130769218
23,1.0,32.57955443403437,15.437690409397907,2.7328091512606845,49.98372536770229,1.0931236605042736
24,1.0,33.16344965596398,16.036171595496654,3.097776841037075,39.39410589103431,1.2391107364148302
25,1.0,33.18236004924638,15.73294578098298,1.4076138262626956,54.66025435716131,0.5630455305050783
26,1.0,35.2635915595185,15.89937365445419,3.2760554184096597,45.59749419660612,1.3104221673638639
27,1.0,36.25025031846104,17.199342195217,4.652609375551091,51.265504008045774,1.861043750220436
28,1.0,35.46540831909374,15.106235516371271,2.9518340408748047,45.63456467515105,1.1807336163499218
29,1.0,36.607434697898185,16.22166075020492,2.637952939441603,54.29944524543874,1.0551811757766414
30,1.0,31.404453668816004,15.057894308314065,1.7602900217038644,49.02531779183708,0.7041160086815458
31,1.0,43.512560861266984,21.132564588524346,2.74523987443505,61.83254913947914,1.0980959497740201
32,1.0,29.118869759144488,11.868367753168252,2.2704471128603716,45.56579547965897,0.9081788451441487
33,1.0,36.18678093547109,15.95407329142348,2.223919250908531,49.55500516334839,0.8895677003634126
34,1.0,41.81616838872574,18.002801681231794,3.26560137444124,59.843827733903396,1.3062405497764957
35,1.0,31.917585029147272,13.378109847855406,3.623058327186544,44.859493761825476,1.4492233308746174
36,1.0,29.141040710693265,13.40900299094211,1.7642501878225407,41.49622639503261,0.7057000751290164
37,1.0,32.973884538240995,14.120780460090238,2.3566689638775826,46.19456912022849,0.9426675855510332
38,1.0,38.33557170548938,16.604752995431635,4.551297489383053,50.20249132216807,1.8205189957532217
39,1.0,30.557204648988943,13.48581801998449,3.047770615460654,42.90012459524633,1.2191082461842617
40,1.0,38.45313923599116,17.31083929138125,4.080777740372779,52.06069261267441,1.6323110961491125
41,1.0,34.73686574771237,15.91120546537026,2.4006543264797435,50.45825093649355,0.9602617305918973
42,1.0,32.16111904364939,13.543078701939153,2.077535965278793,45.789354308869704,0.8310143861115172
43,1.0,36.03038667874233,17.141022458817954,1.8645219697769668,49.9740559951352,0.7458087879107868
44,1.0,39.69250903746411,17.470418746095003,1.4325813858230476,56.601970785801385,0.573032554329219
45,1.0,38.72114596528657,16.704915170609738,2.0686169211983354,48.39642459118939,0.8274467684793342
46,1.0,32.687240546228786,15.386496680928643,1.63747244229641,51.07932087645944,0.654988976918564
47,1.0,34.15870802797862,14.73614020164625,1.7964804099601317,47.24253723035062,0.7185921639840527
48,1.0,35.76321818564105,16.315135219637952,2.0666183967943437,51.92779631325532,0.8266473587177372
49,1.0,38.95800645590589,18.253073109758585,5.438727001304531,50.70015423322173,2.1754908005218123
